quarter,Categ_name,GT,DI,3m Bond,cci,CPI,vix,CS
2005Q4,Motorcycles: 273,74.33333333333333,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,138
2005Q4,Beer: 404,63.33333333333334,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,827
2005Q4,Mobile & Wireless: 382,88.0,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,206
2005Q4,Small Kitchen Appliances: 1292,70.66666666666667,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,249
2005Q4,Vehicle Fuels & Lubricants: 1269,84.66666666666667,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,6245
2005Q4,Transportation & Logistics: 50,79.66666666666667,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,1234
2005Q4,Animal Products & Services: 882,70.66666666666667,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,734
2005Q4,Apartments & Residential Rentals: 378,67.0,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,48151
2005Q4,Tobacco Products: 123,86.0,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,3910
2005Q4,Mail & Package Delivery: 1150,77.33333333333333,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,189
2005Q4,Apparel: 68,78.66666666666667,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,10986
2005Q4,Kitchen & Dining: 951,86.0,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,1359
2005Q4,Home Furnishings: 270,74.33333333333333,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,2669
2005Q4,Hotels & Accommodations: 179,67.66666666666667,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,3477
2005Q4,Domestic Services: 472,54.66666666666666,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,1223
2005Q4,Fruits & Vegetables: 908,43.66666666666666,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,3755
2005Q4,Wine: 405,76.66666666666667,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,1521
2005Q4,Home Insurance: 465,69.33333333333333,6264,4.530333333333334,-6.7333333333333325,78.8,12.873333333333335,994
2006Q1,Meat & Seafood: 909,36.66666666666666,6206,4.529508474576272,-6.0,78.7,12.633333333333333,4032
2006Q1,Apparel: 68,69.33333333333333,6206,4.529508474576272,-6.0,78.7,12.633333333333333,11011
2006Q1,Major Kitchen Appliances: 1293,83.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,1348
2006Q1,Domestic Services: 472,60.66666666666666,6206,4.529508474576272,-6.0,78.7,12.633333333333333,950
2006Q1,Kitchen & Dining: 951,80.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,1400
2006Q1,Vehicle Parts & Accessories: 89,91.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,994
2006Q1,Education: 74,95.66666666666669,6206,4.529508474576272,-6.0,78.7,12.633333333333333,2833
2006Q1,Home Furnishings: 270,74.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,2798
2006Q1,Hobbies & Leisure: 65,94.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,2087
2006Q1,Animal Products & Services: 882,74.33333333333333,6206,4.529508474576272,-6.0,78.7,12.633333333333333,746
2006Q1,Baked Goods: 907,20.33333333333333,6206,4.529508474576272,-6.0,78.7,12.633333333333333,2572
2006Q1,Bicycles & Accessories: 1191,66.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,223
2006Q1,Air Travel: 203,82.33333333333333,6206,4.529508474576272,-6.0,78.7,12.633333333333333,3423
2006Q1,Home Financing: 466,88.66666666666669,6206,4.529508474576272,-6.0,78.7,12.633333333333333,730
2006Q1,Vehicle Fuels & Lubricants: 1269,82.33333333333333,6206,4.529508474576272,-6.0,78.7,12.633333333333333,6196
2006Q1,Transportation & Logistics: 50,80.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,1226
2006Q1,Mobile & Wireless: 382,80.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,196
2006Q1,Automotive Industry: 1190,78.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,9752
2006Q1,Small Kitchen Appliances: 1292,63.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,260
2006Q1,Beer: 404,59.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,883
2006Q1,Motorcycles: 273,76.33333333333333,6206,4.529508474576272,-6.0,78.7,12.633333333333333,127
2006Q1,Vehicle Maintenance: 138,81.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,4144
2006Q1,Restaurants: 276,80.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,15738
2006Q1,Apartments & Residential Rentals: 378,89.33333333333331,6206,4.529508474576272,-6.0,78.7,12.633333333333333,48709
2006Q1,Hotels & Accommodations: 179,81.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,3472
2006Q1,Non-Alcoholic Beverages: 560,70.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,2104
2006Q1,Camera & Photo Equipment: 573,73.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,1089
2006Q1,Auto Insurance: 467,92.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,521
2006Q1,Home Insurance: 465,86.66666666666669,6206,4.529508474576272,-6.0,78.7,12.633333333333333,701
2006Q1,Tobacco Products: 123,84.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,3791
2006Q1,Health Insurance: 249,89.66666666666669,6206,4.529508474576272,-6.0,78.7,12.633333333333333,255
2006Q1,Audio Equipment: 361,79.33333333333333,6206,4.529508474576272,-6.0,78.7,12.633333333333333,1535
2006Q1,Fruits & Vegetables: 908,47.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,3883
2006Q1,Water Supply & Treatment: 1349,38.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,870
2006Q1,Drugs & Medications: 646,87.66666666666669,6206,4.529508474576272,-6.0,78.7,12.633333333333333,511
2006Q1,Candy & Sweets: 906,81.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,1703
2006Q1,Electricity: 658,84.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,2879
2006Q1,Lottery & Sweepstakes: 364,61.33333333333334,6206,4.529508474576272,-6.0,78.7,12.633333333333333,2282
2006Q1,Liquor: 406,48.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,786
2006Q1,Clothing Accessories: 124,70.66666666666667,6206,4.529508474576272,-6.0,78.7,12.633333333333333,1619
2006Q1,Wine: 405,61.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,1436
2006Q1,Mail & Package Delivery: 1150,72.0,6206,4.529508474576272,-6.0,78.7,12.633333333333333,222
2006Q1,Sporting Goods: 263,72.33333333333333,6206,4.529508474576272,-6.0,78.7,12.633333333333333,597
2006Q2,Auto Insurance: 467,84.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,407
2006Q2,Vehicle Parts & Accessories: 89,92.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1002
2006Q2,Hobbies & Leisure: 65,91.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,2039
2006Q2,Mobile & Wireless: 382,78.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,197
2006Q2,Home Insurance: 465,81.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,492
2006Q2,Beer: 404,62.66666666666666,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,922
2006Q2,Sporting Goods: 263,86.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,702
2006Q2,Vehicle Maintenance: 138,79.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,4261
2006Q2,Motorcycles: 273,86.33333333333331,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,133
2006Q2,Liquor: 406,46.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,800
2006Q2,Fruits & Vegetables: 908,44.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,3885
2006Q2,Home Furnishings: 270,64.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,2779
2006Q2,Non-Alcoholic Beverages: 560,66.66666666666667,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,2127
2006Q2,Audio Equipment: 361,67.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1563
2006Q2,Tobacco Products: 123,79.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,3806
2006Q2,Baked Goods: 907,18.666666666666668,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,2570
2006Q2,Drugs & Medications: 646,83.66666666666667,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,562
2006Q2,Air Travel: 203,78.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,3511
2006Q2,Automotive Industry: 1190,70.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,9997
2006Q2,Domestic Services: 472,59.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,962
2006Q2,Animal Products & Services: 882,72.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,764
2006Q2,Camera & Photo Equipment: 573,71.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1148
2006Q2,Mail & Package Delivery: 1150,72.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,189
2006Q2,Kitchen & Dining: 951,71.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1424
2006Q2,Transportation & Logistics: 50,78.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1209
2006Q2,Small Kitchen Appliances: 1292,52.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,256
2006Q2,Home Financing: 466,80.66666666666667,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,745
2006Q2,Health Insurance: 249,89.33333333333331,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,199
2006Q2,Major Kitchen Appliances: 1293,77.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1365
2006Q2,Education: 74,89.33333333333331,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,2944
2006Q2,Lottery & Sweepstakes: 364,42.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,2340
2006Q2,Electricity: 658,72.66666666666667,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,3136
2006Q2,Vehicle Fuels & Lubricants: 1269,82.66666666666667,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,6156
2006Q2,Water Supply & Treatment: 1349,43.33333333333334,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,878
2006Q2,Bicycles & Accessories: 1191,78.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,233
2006Q2,Candy & Sweets: 906,74.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1749
2006Q2,Apartments & Residential Rentals: 378,86.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,49304
2006Q2,Meat & Seafood: 909,32.333333333333336,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,4041
2006Q2,Restaurants: 276,72.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,16047
2006Q2,Hotels & Accommodations: 179,77.66666666666667,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,3608
2006Q2,Apparel: 68,70.33333333333333,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,11218
2006Q2,Clothing Accessories: 124,66.0,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1671
2006Q2,Wine: 405,58.33333333333334,6254,4.576666666666666,-5.7333333333333325,79.8,16.766666666666666,1525
2006Q3,Electricity: 658,86.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,3204
2006Q3,Transportation & Logistics: 50,86.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1206
2006Q3,Restaurants: 276,76.66666666666667,6197,4.743666666666666,-6.933333333333334,80.3,14.87,16426
2006Q3,Hobbies & Leisure: 65,95.66666666666669,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1969
2006Q3,Small Kitchen Appliances: 1292,57.33333333333334,6197,4.743666666666666,-6.933333333333334,80.3,14.87,325
2006Q3,Vehicle Fuels & Lubricants: 1269,77.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,6299
2006Q3,Auto Insurance: 467,95.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,413
2006Q3,Sporting Goods: 263,91.66666666666669,6197,4.743666666666666,-6.933333333333334,80.3,14.87,740
2006Q3,Audio Equipment: 361,68.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1514
2006Q3,Tobacco Products: 123,71.66666666666667,6197,4.743666666666666,-6.933333333333334,80.3,14.87,3844
2006Q3,Apparel: 68,70.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,11403
2006Q3,Automotive Industry: 1190,68.66666666666667,6197,4.743666666666666,-6.933333333333334,80.3,14.87,9722
2006Q3,Health Insurance: 249,90.33333333333331,6197,4.743666666666666,-6.933333333333334,80.3,14.87,169
2006Q3,Mobile & Wireless: 382,83.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,200
2006Q3,Mail & Package Delivery: 1150,79.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,181
2006Q3,Lottery & Sweepstakes: 364,45.33333333333334,6197,4.743666666666666,-6.933333333333334,80.3,14.87,2531
2006Q3,Drugs & Medications: 646,82.66666666666667,6197,4.743666666666666,-6.933333333333334,80.3,14.87,628
2006Q3,Animal Products & Services: 882,75.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,760
2006Q3,Vehicle Maintenance: 138,82.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,4349
2006Q3,Education: 74,80.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,3075
2006Q3,Camera & Photo Equipment: 573,75.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1170
2006Q3,Candy & Sweets: 906,60.33333333333334,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1756
2006Q3,Wine: 405,63.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1505
2006Q3,Major Kitchen Appliances: 1293,89.33333333333331,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1371
2006Q3,Vehicle Parts & Accessories: 89,93.66666666666669,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1153
2006Q3,Air Travel: 203,92.66666666666669,6197,4.743666666666666,-6.933333333333334,80.3,14.87,3621
2006Q3,Liquor: 406,47.33333333333334,6197,4.743666666666666,-6.933333333333334,80.3,14.87,807
2006Q3,Meat & Seafood: 909,34.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,4131
2006Q3,Fruits & Vegetables: 908,50.66666666666666,6197,4.743666666666666,-6.933333333333334,80.3,14.87,3987
2006Q3,Clothing Accessories: 124,69.66666666666667,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1676
2006Q3,Bicycles & Accessories: 1191,87.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,231
2006Q3,Domestic Services: 472,62.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,864
2006Q3,Home Insurance: 465,93.33333333333331,6197,4.743666666666666,-6.933333333333334,80.3,14.87,305
2006Q3,Hotels & Accommodations: 179,85.66666666666667,6197,4.743666666666666,-6.933333333333334,80.3,14.87,3720
2006Q3,Baked Goods: 907,18.666666666666668,6197,4.743666666666666,-6.933333333333334,80.3,14.87,2596
2006Q3,Non-Alcoholic Beverages: 560,69.33333333333333,6197,4.743666666666666,-6.933333333333334,80.3,14.87,2290
2006Q3,Apartments & Residential Rentals: 378,95.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,49904
2006Q3,Home Financing: 466,88.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,796
2006Q3,Water Supply & Treatment: 1349,38.66666666666666,6197,4.743666666666666,-6.933333333333334,80.3,14.87,880
2006Q3,Kitchen & Dining: 951,77.66666666666667,6197,4.743666666666666,-6.933333333333334,80.3,14.87,1404
2006Q3,Motorcycles: 273,82.66666666666667,6197,4.743666666666666,-6.933333333333334,80.3,14.87,131
2006Q3,Beer: 404,59.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,919
2006Q3,Home Furnishings: 270,74.0,6197,4.743666666666666,-6.933333333333334,80.3,14.87,2767
2006Q4,Apparel: 68,81.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,11474
2006Q4,Domestic Services: 472,56.66666666666666,6240,5.100666666666666,-5.3,80.9,13.063333333333333,946
2006Q4,Liquor: 406,51.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,790
2006Q4,Hotels & Accommodations: 179,62.66666666666666,6240,5.100666666666666,-5.3,80.9,13.063333333333333,3575
2006Q4,Candy & Sweets: 906,72.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1763
2006Q4,Lottery & Sweepstakes: 364,55.66666666666666,6240,5.100666666666666,-5.3,80.9,13.063333333333333,2500
2006Q4,Drugs & Medications: 646,80.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,824
2006Q4,Kitchen & Dining: 951,83.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1324
2006Q4,Clothing Accessories: 124,89.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1646
2006Q4,Automotive Industry: 1190,66.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,9766
2006Q4,Sporting Goods: 263,75.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,758
2006Q4,Non-Alcoholic Beverages: 560,73.33333333333333,6240,5.100666666666666,-5.3,80.9,13.063333333333333,2215
2006Q4,Baked Goods: 907,21.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,2604
2006Q4,Motorcycles: 273,66.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,129
2006Q4,Restaurants: 276,83.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,16326
2006Q4,Electricity: 658,75.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,3139
2006Q4,Beer: 404,56.33333333333334,6240,5.100666666666666,-5.3,80.9,13.063333333333333,888
2006Q4,Home Financing: 466,68.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,779
2006Q4,Auto Insurance: 467,69.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,644
2006Q4,Hobbies & Leisure: 65,92.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,2002
2006Q4,Mobile & Wireless: 382,82.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,202
2006Q4,Meat & Seafood: 909,40.66666666666666,6240,5.100666666666666,-5.3,80.9,13.063333333333333,4130
2006Q4,Bicycles & Accessories: 1191,66.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,229
2006Q4,Education: 74,82.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,3126
2006Q4,Small Kitchen Appliances: 1292,70.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,211
2006Q4,Major Kitchen Appliances: 1293,85.33333333333333,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1396
2006Q4,Home Furnishings: 270,78.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,2813
2006Q4,Camera & Photo Equipment: 573,78.33333333333333,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1177
2006Q4,Mail & Package Delivery: 1150,78.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,169
2006Q4,Audio Equipment: 361,79.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1506
2006Q4,Tobacco Products: 123,86.33333333333331,6240,5.100666666666666,-5.3,80.9,13.063333333333333,3834
2006Q4,Transportation & Logistics: 50,77.33333333333333,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1226
2006Q4,Home Insurance: 465,66.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,590
2006Q4,Vehicle Fuels & Lubricants: 1269,68.0,6240,5.100666666666666,-5.3,80.9,13.063333333333333,5733
2006Q4,Air Travel: 203,67.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,3716
2006Q4,Vehicle Parts & Accessories: 89,86.33333333333331,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1190
2006Q4,Apartments & Residential Rentals: 378,67.33333333333333,6240,5.100666666666666,-5.3,80.9,13.063333333333333,50351
2006Q4,Animal Products & Services: 882,71.66666666666667,6240,5.100666666666666,-5.3,80.9,13.063333333333333,763
2006Q4,Vehicle Maintenance: 138,73.33333333333333,6240,5.100666666666666,-5.3,80.9,13.063333333333333,4304
2006Q4,Water Supply & Treatment: 1349,32.333333333333336,6240,5.100666666666666,-5.3,80.9,13.063333333333333,884
2006Q4,Health Insurance: 249,63.66666666666666,6240,5.100666666666666,-5.3,80.9,13.063333333333333,288
2006Q4,Wine: 405,80.33333333333333,6240,5.100666666666666,-5.3,80.9,13.063333333333333,1500
2006Q4,Fruits & Vegetables: 908,49.66666666666666,6240,5.100666666666666,-5.3,80.9,13.063333333333333,4027
2007Q1,Apparel: 68,69.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,11266
2007Q1,Auto Insurance: 467,82.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,748
2007Q1,Vehicle Fuels & Lubricants: 1269,68.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,5983
2007Q1,Beer: 404,55.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,955
2007Q1,Sporting Goods: 263,73.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,734
2007Q1,Education: 74,90.33333333333331,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,3232
2007Q1,Mobile & Wireless: 382,76.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,194
2007Q1,Candy & Sweets: 906,66.33333333333333,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,1808
2007Q1,Tobacco Products: 123,79.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,3860
2007Q1,Vehicle Parts & Accessories: 89,87.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,1012
2007Q1,Domestic Services: 472,61.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,785
2007Q1,Small Kitchen Appliances: 1292,59.33333333333334,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,271
2007Q1,Hotels & Accommodations: 179,74.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,3634
2007Q1,Lottery & Sweepstakes: 364,43.66666666666666,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,2419
2007Q1,Kitchen & Dining: 951,77.33333333333333,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,1336
2007Q1,Drugs & Medications: 646,82.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,1040
2007Q1,Vehicle Maintenance: 138,79.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,4558
2007Q1,Home Financing: 466,91.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,781
2007Q1,Non-Alcoholic Beverages: 560,70.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,2220
2007Q1,Baked Goods: 907,21.33333333333333,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,2613
2007Q1,Automotive Industry: 1190,72.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,9964
2007Q1,Wine: 405,58.33333333333334,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,1581
2007Q1,Apartments & Residential Rentals: 378,86.66666666666669,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,50948
2007Q1,Liquor: 406,43.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,821
2007Q1,Air Travel: 203,79.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,3705
2007Q1,Hobbies & Leisure: 65,85.66666666666667,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,2106
2007Q1,Clothing Accessories: 124,71.0,6239,5.426333333333332,-7.966666666666666,81.0,15.373333333333335,1532
